"Идентификатор","Комнатность","Новостройка","Метро.Район","Время.до.метро","Улица","Дом","Этаж","Этажность","Площадь.общая","Площадь.жилая","Площадь.кухни","Ценавруб.","Ценавдолл.","Ценавевро","Источник.получения","Дата.объявления","Контакты","На.сайте","Описание"
23994428,3,"Нет","Третьяковская",10,"3-й Кадашевский пер.","7/9","1",3,145,0,NA,71661660,2037000,1504207,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com","","Квартира 3-комн., общ.пл.-145.00, жил.пл.-0.00, кухня-?, метро или район:Третьяковская, 10 мин. п, адрес:Москва, 3-й Кадашевский пер., 7/9, этаж/этажность -1/3, ЖК «Кадашевские палаты» – это новый лофт-объект, расположенный всего в 1 км от Кремля.Проектом ЖК «Кадашевские палаты» предусмотрены разноуровневые апартаменты свободной планировки с уникальной архитектурой, большими французскими окнами.Система умный дом.Апартаменты двухуровневые 1-2 этаж.Срок сдачи конец 2013 г., Цена:2.037 млн.$"
24043000,4,"Нет","Киевская",NA,"ЖК «Дом на Мосфильмовской», ул. Пырьева","2","8",48,240,NA,NA,71700000,2038089,1505012,"Н&Ц","31.01.2014 4:35:10","Тел.: 8-495-517-1188, 8-926-018-1877, http://www.slk-realty.ru","","Квартира 4-комн., общ.пл.-240.9, жил.пл.-?, кухня-?, метро или район:Киевская, адрес:Москва, ЖК «Дом на Мосфильмовской», ул. Пырьева, 2, этаж/этажность -8/48, без отделки, своб. планировка, огор., охран.  терр. Окна выходят на ул. Мосфильмовская и во двор., Цена:71.7 млн. руб.В цену входит 2 м/м."
24011435,2,"Нет","Чистые пруды",10,"Покровский б-р","3","9",10,125,0,NA,71872740,2043000,1508638,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:p.donec@c21russia.com","","Квартира 2-комн., общ.пл.-125.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, Покровский б-р, 3/5, этаж/этажность -9/10, Квартира в доме на покровском бульваре без отделки свободная планировка. Подробную информацию смотрите на сайте, Цена:2.043 млн.$"
24042795,2,"Нет","Смоленская",NA,"1-й Тружеников пер. д. 15","","2",7,119,NA,NA,7.2e+07,2046617,1511309,"Н&Ц","31.01.2014 4:35:10","Тел.: 8-926-185-6538","","Квартира 2-комн., общ.пл.-119, жил.пл.-?, кухня-?, метро или район:Смоленская, адрес:Москва, 1-й Тружеников пер. д. 15, , этаж/этажность -2/7, Гостиная-кухня-столовая, спальня, 2 с/у. Отделка в стиле соврем. классика. 1 м/м в п/п., Цена:72 млн. руб."
21076748,3,"Нет","Проспект Мира",5,"Протопоповский пер.","17","8",12,123,77.8,16,7.2e+07,2046617,1511309,"ООО ""ЛюксДом""","22.02.2013 5:20:20","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1308&sa=buy","Квартира 3-комн., общ.пл.-123.5, жил.пл.-77.8, кухня-16, метро или район:Проспект Мира, 5 мин. п, адрес:Москва, Протопоповский пер., 17/2, этаж/этажность -8/12, Дом Управления Делами Президента. Огороженная территория, благоустроенный двор, фонтан, ландшафтный дизайн, детская площадка, салон красоты. В квартире выполнен эксклюзивный дизайнерский ремонт, оснащена всей необходимой бытовой техникой и мебелью. Окна во двор., Цена:72 млн. руб."
24042737,3,"Нет","Белорусская",NA,"Б. Грузинская ул. д. 69 ЖК Четыре Ветра","","4",9,111,NA,NA,7.2e+07,2046617,1511309,"Н&Ц","31.01.2014 4:35:10","Тел.: 8-985-774-0975","","Квартира 3-комн., общ.пл.-111, жил.пл.-с отделкой de luxe, кухня-?, метро или район:Белорусская, адрес:Москва, Б. Грузинская ул. д. 69 ЖК Четыре Ветра, , этаж/этажность -4/9, Отд. на завершающей стадии в соврем. стиле. Огор. терр-я, п/п, фит. -центр, рестораны, салон крас., Цена:72 млн. руб.Хороший торг."
24013098,5,"Да","Киевская",10,"Пырьева","2","6",47,240,0,NA,7.2e+07,2046617,1511309,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7 (903) 175-50-88, http://http://zapad.c21russia.com/, mailto:m.bespalov@c21russia.com","","Квартира 5-комн., общ.пл.-240.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2/2с14, этаж/этажность -6/47, новостройка, ЖК Дом на Мосфильмовской, корпус А, этаж 6, тип 4, Актуальность: 30 дек '13. Информация: 5-ком Вид из окон: МГУ, Центр, Лужники, СИТИ ,Новодевичий монастырь,р.Москва, О комплексе: Класс Де Люкс в ЗАО. 3х ур. паркингом, видовые квартиры, пентхаусы, потолки до 4х метров, монолит. В наличии около 150 предложений квартир, во многих собств ..."
21394937,5,"Нет","Маяковская",NA,"Чаянова","10","9",9,263,NA,NA,72252000,2053780,1516599,"Усадьба (Миэль)","28.03.2013 5:20:17","Тел.: (495) 777-07-70, http://usadba.ru, mailto:nevskaya@usadba.ru","http://usadba.ru/city_sale/apartment/tverskaya/6326.html","Квартира 5-комн., общ.пл.-263, жил.пл.-?, кухня-?, метро или район:Маяковская, адрес:Москва, Чаянова, 10, этаж/этажность -9/9, балкон:Б, санузел-3 с/у, 3-уровневая квартира 263 кв.м ""под ключ"": 3 спальни, кабинет, каминный зал, 2 гардеробные, 3 с/у. Уникальной особенностью квартиры является опоясывающая терраса со своим двориком., Цена:72.252 млн. руб."
23994388,3,"Да","Третьяковская",10,"3-й Кадашевский пер.","7.","1",5,158,0,NA,72259720,2054000,1516761,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(926)520-08-08, http://http://elvert.c21russia.com/, mailto:ludmila.yakushina@c21russia.com","","Квартира 3-комн., общ.пл.-158.00, жил.пл.-0.00, кухня-?, метро или район:Третьяковская, 10 мин. п, адрес:Москва, 3-й Кадашевский пер., 7./1, этаж/этажность -1/5, новостройка, Уникальный жилой комплекс в стиле Лофт. В самом центре Москвы.Редевелопмен,система Умный Дом.Предлагаются апартаменты площ.от 117 кв. м. до 353 кв.м.механизированный доземный паркинг(от 120 тыс.дол./место.срок сдачи конец 2013 г., Цена:2.054 млн.$"
21160811,3,"Нет","Смоленская",5,"Ружейный пер.","3","7",15,119,75,16,72470800,2060000,1521191,"ООО ""ЛюксДом""","04.03.2013 20:35:03","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL209/&sa=buy","Квартира 3-комн., общ.пл.-119, жил.пл.-75, кухня-16, метро или район:Смоленская, 5 мин. п, адрес:Москва, Ружейный пер., 3, этаж/этажность -7/15, ЖК ""Смоленская застава"". В квартире выполнен ремонт в современном стиле, частично мебель. Отлично спланировано: большая зона кухни-столовой, большой холл, 3 комнаты, 2 санузла. Окна на 2 стороны, отличные виды в большой зеленый двор. Собственность более 3-х лет. В комплексе размещен ряд объектов социальной инфраструктуры, детский сад. В центральной  ..."
24043329,4,"Нет","Белорусская",NA,"Элитный ЖК ""Четыре ветра"", ул. Большая Грузинская","69","7",9,178,NA,NA,72600000,2063672,1523903,"Н&Ц","31.01.2014 4:35:10","Тел.: 8-926-018-1888, 8-495-517-1188","","Квартира 4-комн., общ.пл.-178, жил.пл.-?, кухня-?, метро или район:Белорусская, адрес:Москва, Элитный ЖК ""Четыре ветра"", ул. Большая Грузинская, 69, этаж/этажность -7/9, клубн. дом, без отделки, разв. инфр-ра центра Москвы, остекл. фасад, панорамные окна., Цена:72.6 млн. руб.в собственности."
24017960,2,"Нет","Смоленская",7,"Староконюшенный пер.","45","2",6,117,83.2,16,72701200,2066549,1526028,"ООО ""ЛюксДом""","23.01.2014 19:20:01","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1408&sa=buy","Квартира 2-комн., общ.пл.-117.2, жил.пл.-83.2, кухня-16, метро или район:Смоленская, 7 мин. п, адрес:Москва, Староконюшенный пер., 45, этаж/этажность -2/6, Предлагается квартира без отделки, свободной планировки в клубном доме на Арбате. Шестиэтажный особняк с благоустроенным, уютным внутренним двориком и с подземным паркингом на 20 машино-мест. На первом этаже дома расположены нежилые помещения с отдельными входами. Дом оборудован самыми современными инженерными системами. Зоны общего польз ..."
20513650,2,"Нет","Александровский сад",NA,"Знаменка","9/12","2",5,125,NA,NA,72869000,2071318,1529550,"Усадьба (Миэль)","18.12.2012 9:05:19","Тел.: (495) 777-07-70, http://usadba.ru, mailto:ufimtsev@usadba.ru","http://usadba.ru/city_sale/apartment/arbat/6279.html","Квартира 2-комн., общ.пл.-125.3, жил.пл.-?, кухня-?, метро или район:Александровский сад, адрес:Москва, Знаменка, 9/12/1, этаж/этажность -2/5, 2-комнатная свободной планировки возле Кремля - соединение классики и современности, особняк XIX века после полной реконструкции объединен с Деловым домом ""Знаменка"" Самое начало Знаменки, рядом с Кремлем, соседние дома -галерея Шилова и Деловой дом Знаменка, с которым аппартаменты соединены эскалаторами и лифтами, рядом ГМИИ им Пушкина, библиотека им ..."
24043385,4,"Нет","Арбатская",10,"Спиридоновка","19","2",9,138,NA,NA,7.3e+07,2075042,1532300,"Н&Ц","31.01.2014 4:35:10","Тел.: 8-926-841-1754","","Квартира 4-комн., общ.пл.-138, жил.пл.-?, кухня-?, метро или район:Арбатская, 10 мин. пеш., адрес:Москва, Спиридоновка, 19, этаж/этажность -2/9, дом ЦК, окна на 3 стороны, лоджия, с/у с окном. огорож. терр., гараж, консьерж., Цена:73 млн. руб."
24043340,5,"Нет","Баррикадная",NA,"Элитный ЖК ""Климашкина, 19""","","13",17,175,NA,NA,7.3e+07,2075042,1532300,"Н&Ц","31.01.2014 4:35:10","Тел.: 8-495-504-2882, 8-926-246-8070, http://www. an-apartments.ru","","Квартира 5-комн., общ.пл.-175, жил.пл.-под финишную отделку, кухня-?, метро или район:Баррикадная, адрес:Москва, Элитный ЖК ""Климашкина, 19"", , этаж/этажность -13/17, готовы в т. ч. система кондиционирования, подогрев пола, 3 с/у. М/м в подземном паркинге, Цена:73 млн. руб."
23149785,4,"Нет","Киевская",NA,"Мосфильмовская","8","6",47,241,NA,20,73048000,2076407,1533307,"Усадьба (Миэль)","21.09.2013 7:35:12","Тел.: (495) 777-07-70, http://usadba.ru, mailto:lashko@usadba.ru","http://usadba.ru/city_sale/apartment/kuncevo-krilatskoe/7293.html","Квартира 4-комн., общ.пл.-241, жил.пл.-?, кухня-20, метро или район:Киевская, адрес:Москва, Мосфильмовская, 8, этаж/этажность -6/47, санузел-3 с/у, 4-комнатная квартира свободной планировки общей площадью 241 кв.м с панорамными окнами и великолепными видами в корпусе А. Два машиноместа в подземном паркинге по 80 000 $. ЖК «Дом на Мосфильмовской» спроектировал известный в Москве архитектор Сергей Скуратов – обладатель множества наград, профессор академии архитектуры. Он предложил нестандартно ..."
24002398,3,"Нет","Киевская",10,"Пырьева","2","49",49,121,0,NA,73080000,2077316,1533979,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-121.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2, этаж/этажность -49/49, Корпус А! вид из оконна МГУ, Воробьёвы горы, Гольф поле! ЖК Дом на Мосфильмовской!, Цена:73.08 млн. руб."
24013080,3,"Да","Киевская",10,"Пырьева","2","49",47,122,0,NA,73080000,2077316,1533979,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7 (903) 175-50-88, http://http://zapad.c21russia.com/, mailto:m.bespalov@c21russia.com","","Квартира 3-комн., общ.пл.-122.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2/2с14, этаж/этажность -49/47, новостройка, ЖК Дом на Мосфильмовской, корпус А, этаж 49, тип 3, Актуальность: 30 дек '13. Информация: 3-ком Вид из окон: id 263 МГУ, Воробьёвы горы, Гольф поле, О комплексе: от м. Киевская и Университет -10 мин транспортом., ипотека от ВТБ и других банков. В наличии машиноместа и 100 квартир в продаже от физ лиц, звоните!, Цена:73.08 млн. руб."
24002401,3,"Нет","Киевская",10,"Пырьева","2","49",49,121,0,NA,73080000,2077316,1533979,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-121.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2, этаж/этажность -49/49, Корпус А! вид из оконна МГУ, Воробьёвы горы, Гольф поле! ЖК Дом на Мосфильмовской! «Дом на Мосфильмовской»- это небоскреб расположенный в респектабельном районе Москвы, на Воробьевых горах!,, Цена:73.08 млн. руб."
24002400,3,"Нет","Киевская",10,"Пырьева","2","49",49,121,0,NA,73080000,2077316,1533979,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-121.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2, этаж/этажность -49/49, Корпус А! вид из оконна МГУ, Воробьёвы горы, Гольф поле! ЖК Дом на Мосфильмовской!Новый жилой комплекс «Дом на Мосфильмовской»- это небоскреб расположенный в респектабельном районе Москвы, на Воробьевых горах!,, Цена:73.08 млн. руб."
24002399,3,"Нет","Киевская",10,"Пырьева","2","49",49,121,0,NA,73080000,2077316,1533979,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-121.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2, этаж/этажность -49/49, Корпус А! вид из оконна МГУ, Воробьёвы горы, Гольф поле! ЖК Дом на Мосфильмовской!Новый жилой комплекс «Дом на Мосфильмовской»- это небоскреб расположенный в респектабельном районе Москвы, на Воробьевых горах!, Жилой комплекс с закрытой огороженной территорией, круглосуточной охраной, подземным 3-х уровневым паркингом с автомойкой., Цена:73.08 млн. руб."
24013079,3,"Да","Киевская",10,"Пырьева","2","49",47,122,0,NA,73080000,2077316,1533979,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7 (903) 175-50-88, http://http://zapad.c21russia.com/, mailto:m.bespalov@c21russia.com","","Квартира 3-комн., общ.пл.-122.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2/2с14, этаж/этажность -49/47, новостройка, ЖК Дом на Мосфильмовской, корпус А, этаж 49, тип 3, Актуальность: 30 дек '13. Информация: 3-ком Вид из окон: id 263 МГУ, Воробьёвы горы, Гольф поле, О комплексе: от м. Киевская и Университет -10 мин транспортом., ипотека от ВТБ и других банков. В наличии машиноместа и 100 квартир в продаже от физ лиц, звоните!, Цена:73.08 млн. руб."
24002098,3,"Нет","Киевская",10,"Пырьева","2","49",49,121,0,NA,73080000,2077316,1533979,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-121.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2, этаж/этажность -49/49, Корпус А! вид из оконна МГУ, Воробьёвы горы, Гольф поле! ЖК Дом на Мосфильмовской!Новый жилой комплекс «Дом на Мосфильмовской»- это небоскреб расположенный в респектабельном районе Москвы, на Воробьевых горах!,, Цена:73.08 млн. руб."
24002099,3,"Нет","Киевская",10,"Пырьева","2","49",49,121,0,NA,73080000,2077316,1533979,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-121.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2, этаж/этажность -49/49, Корпус А! вид из оконна МГУ, Воробьёвы горы, Гольф поле! ЖК Дом на Мосфильмовской! «Дом на Мосфильмовской»- это небоскреб расположенный в респектабельном районе Москвы, на Воробьевых горах!,, Цена:73.08 млн. руб."
24002097,3,"Нет","Киевская",10,"Пырьева","2","49",49,121,0,NA,73080000,2077316,1533979,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-121.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2, этаж/этажность -49/49, Корпус А! вид из оконна МГУ, Воробьёвы горы, Гольф поле! ЖК Дом на Мосфильмовской!Новый жилой комплекс «Дом на Мосфильмовской»- это небоскреб расположенный в респектабельном районе Москвы, на Воробьевых горах!, Жилой комплекс с закрытой огороженной территорией, круглосуточной охраной, подземным 3-х уровневым паркингом с автомойкой, Цена:73.08 млн. руб."
24002396,3,"Нет","Киевская",10,"Пырьева","2","49",49,121,0,NA,73080000,2077316,1533979,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-121.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2, этаж/этажность -49/49, Корпус А! вид из оконна МГУ, Воробьёвы горы, Гольф поле! ЖК Дом на Мосфильмовской!, Цена:73.08 млн. руб."
24002096,3,"Нет","Киевская",10,"Пырьева","2","49",49,121,0,NA,73080000,2077316,1533979,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-121.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2, этаж/этажность -49/49, Корпус А! вид из оконна МГУ, Воробьёвы горы, Гольф поле! ЖК Дом на Мосфильмовской! Подробную информацию смотрите на сайте amosfilme.ru/, Цена:73.08 млн. руб."
24013095,4,"Да","Киевская",10,"Пырьева","2","12",47,225,0,NA,73121000,2078482,1534839,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7 (903) 175-50-88, http://http://zapad.c21russia.com/, mailto:m.bespalov@c21russia.com","","Квартира 4-комн., общ.пл.-225.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2/2с14, этаж/этажность -12/47, новостройка, ЖК Дом на Мосфильмовской, корпус А, этаж 12, тип 4, Актуальность: 30 дек '13. Информация: 4-ком Вид из окон: id 52 МГУ, Центр, Лужники, СИТИ, О комплексе: Комплекс на Мосфильмовской с 3х ур. паркингом, потолки до 4х метров, свободная планировка, дкп, уступка, в наличии машиноместа и нежилые помещения., Цена:73.121 млн. руб."
21168469,3,"Нет","Новослободская",5,"Фадеева","4","3",9,151,95.1,18,73279940,2083000,1538176,"ООО ""ЛюксДом""","05.03.2013 19:35:02","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1158&sa=buy","Квартира 3-комн., общ.пл.-151, жил.пл.-95.1, кухня-18, метро или район:Новослободская, 5 мин. п, адрес:Москва, Фадеева, 4, этаж/этажность -3/9, Предлагается квартира без отделки в современном жилом комплексе «Итальянский квартал». Особняк «Турин». Окна квартиры выходят на две стороны света, обе стороны выходят во внутренний ландшафтный дворик. Планируется: 2 спальни, большая зона кухни-гостиной (более 50 метров), 3 с/у. При необходимости можно спланировать 3 спальни, в гостиной выполнено пан ..."
24042732,2,"Нет","Смоленская",NA,"Кутузовский","11","10",12,114,NA,NA,73600000,2092097,1544894,"Н&Ц","31.01.2014 4:35:10","Тел.: 8-926-118-5888, 8-495-517-6556, http://www.slk-realty.ru","","Квартира 2-комн., общ.пл.-114, жил.пл.-?, кухня-?, метро или район:Смоленская, адрес:Москва, Кутузовский, 11, этаж/этажность -10/12, с ремонтом в класс. стиле, кухня-гостиная, спальня с гардеробной, огор. терр., в собств. более 3 лет, Цена:73.6 млн. руб.Свободная продажа."
24011436,3,"Нет","Чистые пруды",10,"Покровский б-р","3","8",10,137,0,NA,73772460,2097000,1548514,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:p.donec@c21russia.com","","Квартира 3-комн., общ.пл.-137.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, Покровский б-р, 3/5, этаж/этажность -8/10, ЖК дом на покровском бульваре.Подробную информацию смотрите на сайте, Цена:2.097 млн.$"
24000292,3,"Нет","Чистые пруды",10,"бульвар Покровский","3","8",10,137,0,NA,73878000,2100000,1550729,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-137.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3, этаж/этажность -8/10, ЖК Дом на покровском бульваре. Квартира в собственности в элитном доме! Свободная планировка, три стояка, охрана, подземная парковка! Подробную информацию смотрите на сайте, Цена:2.1 млн.$"
24000295,3,"Нет","Чистые пруды",10,"бульвар Покровский","3","8",10,137,0,NA,73878000,2100000,1550729,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-137.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3, этаж/этажность -8/10, Дом на покровке! Квартира в собственности, свободная планировка. Элитный дом , охрана, огороженая территория, подземный паркинг. Подробную информацию смотрите на сайте, Цена:2.1 млн.$"
24001603,3,"Нет","Чистые пруды",10,"бульвар Покровский","3","9",9,137,0,NA,73878000,2100000,1550729,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-137.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -9/9, ЖК дом на покровке класса делюкс! просторные комнаты, свободная планировка, квартира в собственности!, Цена:2.1 млн.$"
24001799,3,"Нет","Чистые пруды",10,"бульвар Покровский","3","8",10,137,0,NA,73878000,2100000,1550729,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-137.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -8/10, Дом на Покровском бульваре- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром. 3-комнатная квартира свободной планировки общей площадью 137  ..."
24001800,3,"Нет","Чистые пруды",10,"бульвар Покровский","3","8",10,137,0,NA,73878000,2100000,1550729,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-137.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -8/10, Дом на Покровском бульваре- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Москвы,, Цена:2.1 млн.$"
24001801,3,"Нет","Чистые пруды",10,"бульвар Покровский","3","8",10,137,0,NA,73878000,2100000,1550729,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-137.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -8/10, Квартира в собственности! Дом на Покровском бульваре- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Москвы, Подробную информацию смотрите на сайте, Цена:2.1 млн.$"
24002011,3,"Нет","Чистые пруды",10,"бульвар Покровский","3","8",10,137,0,NA,73878000,2100000,1550729,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-137.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -8/10, Квартира в жилом комплексе класса люкс. ЖКДом на Покровке! квартира в собственности, свободная планировка , без отделки, панорамные окна! Подробную информацию смотрите на сайте, Цена:2.1 млн.$"
24002012,3,"Нет","Чистые пруды",10,"бульвар Покровский","3","8",10,137,0,NA,73878000,2100000,1550729,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-137.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -8/10, Квартира в жилом комплексе класса люкс.В комплексе находится двух уровневый паркинг! ЖК Дом на Покровке! квартира в собственности, свободная планировка , без отделки, панорамные окна!, Цена:2.1 млн.$"
24002013,3,"Нет","Чистые пруды",10,"бульвар Покровский","3","8",10,137,0,NA,73878000,2100000,1550729,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-137.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -8/10, В комплексе находится двух уровневый паркинг! ЖК Дом на Покровке! квартира в собственности, свободная планировка , без отделки, панорамные окна! Подробную информацию смотрите на сайте, Цена:2.1 млн.$"
24002014,3,"Нет","Чистые пруды",10,"бульвар Покровский","3","8",10,137,0,NA,73878000,2100000,1550729,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-137.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -8/10, Жилой комплекс дом на покровке элитного класса! В комплексе находится двух уровневый паркинг! квартира в собственности, свободная планировка , без отделки, панорамные окна!, Цена:2.1 млн.$"
